HATE_SPEECH,COUNTER_NARRATIVE,TARGET
We can't keep this country homogeneous anymore!,"Migrants do contribute to our society, and it would be a shame to keep them out.",MIGRANTS
"We are not interested in migrants, we just want to eliminate them.","Why would you say such a thing? Everyone is allowed to be a citizen of the EU and freely integrate. And, on the other hand, most migrants are good for the economy of the country they settle in.",MIGRANTS
The world would be a better place without immigrants.,It is far from certain that immigrants have a negative effect on our society.,MIGRANTS
Immigrants steal our jobs and even our pensions. They are not welcome here!,"If we considered foreigners to be ""troublemakers"" then we should probably be less welcoming, but it seems we are still not willing to give up our ""standard of living"" that requires migrants to be here.",MIGRANTS
Migrants... We are still giving these criminals a free pass!,The presumption of innocence is one of the main principles of our justice system. This means that your opinion is not enough to make someone guilty.,MIGRANTS
"Immigrants break the law every day, they should be expelled.",Immigrants in the UK who have settled here legally have the right to remain.,MIGRANTS
Refugees are just lazy people who don't mind where to live as long as they can do it on our welfare.,This is not true. All asylum seekers who come to our country do so with the explicit intention of having a fair chance at working and living here.,MIGRANTS
The main problem is that these migrants do not want to integrate in our country.,Migrants are welcome to come if they contribute to legal activities and accept our laws. And to my knowledge most of them don't do anything illegal.,MIGRANTS
We should not taking in refugees.,We are taking in refugees. And refugees are welcome.,MIGRANTS
We should stop refugees and migrants coming in. They are not welcome.,"Migrants and refugees are welcome in our country, why should we stop them?",MIGRANTS
We must put an end to immigration. Islam is a disease that is destroying Europe.,Immigration has been a huge part of Europe for hundreds of years without destroying it. So why should it be a problem now?,other
"We don't want foreigners, we don't want Islam. They are just troublemakers!",Why don't we take a look at the data on the number of anti-Muslim incidents across the UK? What do you think is the source of this apparent spike in incidents?,other
Muslims are not welcome here. They even want to enter in our churches.,How do you know that? Maybe they just want to learn more about your faith.,MUSLIMS
Islam is a sickness. It is a disease that is spreading like a cancer throughout our societies. It is time for Europe to get rid of this evil.,"Islam is a religion of peace. If you were serious about peace, you would not be promoting an extreme and discriminatory view of this religion.",MUSLIMS
"Islam is a toxic ideology, that has no place in 21st century Europe.",The idea that a religion is 'toxic' is just wrong.,MUSLIMS
"Islam is an ideology of conquest and violence, it is the cause of terrorism and radicalisation.","You are not saying that Islam is not a religion of peace, are you?",MUSLIMS
I was shocked to hear that there are Muslims in parliament. They are a burden to society.,"Islam is a religion that has always been part of our society, and I believe that it should be part of it in the future as well. What is the problem?",MUSLIMS
This country is run by Muslims!,"In most European countries Muslims make up less than 5% of the population. In the UK, they make up around 5.6%. According to the ONS, the Muslim population in England and Wales has been shown to be slowly growing over the last years (it was 4.7 in 2011). So, you can rest assured that your claim that this country is run by what is a tiny minority is simply not born from the data.",MUSLIMS
When these lads weren't drinking and taking drugs they were destroying synagogues and murdering infidels. That's the Muslim faith.,The overwhelming majority of Muslims in Britain are peaceful citizens supporting our country.,MUSLIMS
Muslims are not welcome here,"Muslims are welcome in our country, and we are proud of our diverse mosaic of people.",MUSLIMS
Multicultural means that I have to learn all that Muslim shit?,"Christian religion is the main religion of our country. Do you think that all citizens have to learn about Christ's teachings? Or that they should know what they teach in church? Of course not. No worries, you can keep on ignoring Muslims.",MUSLIMS
All Muslims are incompatible with any Western society.,"Islam is a religion of peace, the vast majority of Muslims are peace-loving, and there is no place for the violent interpretations of Islam in a peaceful society. Its not helpful just to focus on handfuls of extremists while misrepesenting the majority.",MUSLIMS
Islam is a religion of violence.,"The scriptures teach that all men are created equal. If the Bible is to be believed, then the Quran too is both peaceful and compatible with democratic society.",MUSLIMS
Islam is a political ideology which promotes violent extremism.,Are you sure? The Quran does not advocate violence. It is only there because there is a need for a common ground among people who do not wish to see dramatic transformations.,MUSLIMS
Muslims have no place in civilised Europe,You can't be serious! Muslims are one of the most popular religions in the EU. They are the second largest religious group in the UK. Why this discrimination?,MUSLIMS
Islam is a violent religion.,What do you mean by 'violent'? What do you mean by 'violent religion'?,MUSLIMS
Muslims are a problem in the UK. They are not welcome here. They are not like other religions.,"Many Muslims live in the UK, and many are very proud of their religion. To suggest that Muslims are a problem is just untrue.",MUSLIMS
The Koran has nothing to do with Islam. It is a forgery.,Islam is a way of life for many people. I don't see how it is in conflict with our beliefs and values.,MUSLIMS
Muslims are building Mosques everywhere!,"Besides the fact that this is not true, no one is forcing you to go to a Mosque, you can decide for yourself if it is a place for you.",MUSLIMS
"Muslims are worse than Nazis, and Jews worse than al-Qaeda.",I don't think it is appropriate or useful to try to link religions to murderous ideologies and claim some spurious connection.,other
We cannot coexist with black who are inherently violent.,"Maybe it is better to argue that we are all in this together and not to target an entire group, for which there is no evidence of inherent violence at all, based on their skin.",POC
We can't keep this country homogeneous anymore! Blacks are everywhere.,"Many countries have had different ethnic groups for a very long time without big issues, and it is better to have a diverse society rather than a homogeneous one.",POC
"If you're going to talk about black rights, then you have to talk about white genocide.","This is not true, it's just a stereotypical narrative that has been constructed to incite hatred and violence against a particular racial group.",POC
All Blacks are scum of the earth. They are a plague on our society.,How can you say that about people of colour? What do you think they are going to do to you?,POC
The nigga were always complaining that the white race and culture were superior. They were right.,"There is no such thing as 'us' and 'them'. You can't judge people on their culture, or their religion, or their race. We have to be sensitive to each other, and understand that everyone is different, and we have to work on accepting that.",POC
Whites are inherently superior to Africans and other people of color.,"On the contrary: the idea of ""natural"" superiority is a myth that has been used to justify racial discrimination and exclusion. Therefore we are all ""created equal"" and ""equal"" both in the eyes of the law of God and of men.",POC
"I miss the good old days when the West was ruled by whites, and blacks were subjugated.",History shows that people rise up against injustice and oppression. You should be proud to be a member of a civilized society where we are all equal.,POC
No nigga should have the right to vote.,"If someone is not allowed to vote, they cannot influence the legislative or executive branches of a government and they end up rising up against injustice and oppression. Is this what you want: more ethnic clashes?",POC
No nigga should have the right to vote.,"The right to vote is a fundamental human right, and one that has been recognised by the European Convention on Human Rights.",POC
No nigga should have the right to vote.,A blanket ban on the rights of an entire group of people is illegal. A ban can only be applied to single individuals... but is it consistent with the idea of a tolerant and diverse society?,POC
We can't accept n****rs in our society.,So are you saying that you don't think that POC can be part of society?,POC
We cannot accept n****rs in our society.,Perhaps we should rephrase our question to say we don't want racists in our society?,POC
"White people are better. Because of our skin color, anatomy, history.","There are different skin colors, and different ethnicities. Different religions and cultures. Maybe it would be better if you treated people like we're all born equal.",other
The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,So you think the whole idea of feminism is about making it so that women are not influenced by the opinions of men?You endorse the idea that different genders should not have equal rights? That there is a conspiracy against men? How can you say such things?,WOMEN
The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,What you are really saying is that only men are capable of being independent? Isn't that exactly what feminism is all about: letting everybody to decide whether to be independent?,WOMEN
The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,"Feminism is a movement for the empowerment of women, it is not against men, it's about everybody being able to make their own choices.",WOMEN
The only problem is that women are too easily manipulated by feminist propaganda and feel they should not listen to men.,Women have the constitutional right to choose for themselves. Do you think that it is a problem that they choose for themselves?,WOMEN
"Feminism has become too political, and it is just a bunch of identity politics.","Feminins is not about Identity politics, it is about equality. I don't see how a movement that stands for gender equality can be 'political' by focusing on individual rights.",WOMEN
Feminism has lost its moral high ground. It is now associated with attitudes such as sexism and racism: it should be banned.,"Feminism has always stood for equality. Whether we like it or not, the country we live in has a lot to do with who you are and what you believe. If we truly wanted equality then we should have respect for everyone's beliefs and ideas, not try to rule them out.",WOMEN
"The Women equals Problems, let's kick them out of the lead of the world before it's too late.","Women make up half of the world's population and around 42% of the UN staff. They are our sisters, and we should promote their contributions to society.",WOMEN
The West was a better place with women being submissive.,"The West has always been a better place with women as equals. And, if you really want to know why, you could look at the ""Usborne Book of Famous Women"" for example. You would understand.",WOMEN
Women are subhuman.,"Well, in that case, we are all subhuman, regardless of gender.",WOMEN
"All women are whores, and we should have them all kept in slavery.","In this day and age when we are surrounded by information, there is no justification to hold such retrograde ideas.",WOMEN
Don't you think that women are complaining a bit too much?,Stop dancing around. Maybe you should address the issue of gender equality more openly.,WOMEN
Women should not be allowed to vote,"If they register to vote they should be allowed to vote, like everyone else.",WOMEN
Women are weak and can't take tough decisions.,"Not all women are weak, and many of them are able to take tough decisions. Look at the figures. I worked with some really tough women and some weak men. In the end, where is the problem with people being weak and being unable to cope with difficult decisions as long as there is someone else being able to do it?",WOMEN
Autism is not a disease but a degradation of the human spirit.,"People with ASD have unique talents and advantages in a variety of areas, and it would be a tragedy if we were to only focus on their defects.",DISABLED
People with autism are subhuman and should be isolated.,"Just because people with disabilities are different from other people, it doesn't make them not human.",DISABLED
We should return to the times when it was ok to kill a retarded just because of its stupidity.,"We have never done that. We believe that all people are created equal in rights, no matter their physical or mental health.",DISABLED
Disabled people are a problem. They do not belong to a society free of mental retardation.,All humans are equal in rights. Because of this it is unjust that some people are discriminated based on their genetics or abilities.,DISABLED
Disabled people are no better than dogs.,Do you have any facts about how disabled people compare to animals? Are you willing to use this information for something worthwhile or just to spread hate?,DISABLED
The disabled are a burden to society.,"Disabled people are not a burden, they contribute a lot to our society. There are also many disabled people who are just struggling to live a dignified life with their disability.",DISABLED
The disabled are a burden to society.,"They are not, they just need a place to live without discrimination and a little support.",DISABLED
The disabled people cannot work. This is not possible.,The fact that some disabled people can successfully work is evidence that what you say is false.,DISABLED
Disabled are just sick. They should be isolated.,"People suffering from mental illnesses should be welcomed, not isolated.",DISABLED
"The Jews are a collection of perverts, murderers and thieves.","What do you mean by a ""collection of perverts, murderers and thieves""? Are Jews a collection of people who behave in the same way just because of their religion?",JEWS
Jews are nothing but monsters. They do not share our values.,Being tolerant to people of other religions or cultures: that is what the freedom of religion is all about!,JEWS
We should first kill all the Jews and then forget about them.,"Isn't this the same logic that led to the rise of the Nazis? Would you really rather end up with a mass genocide, or try to be inclusive instead?",JEWS
"We must first kill all the Jews, then we can forget about the Jews.","The murder of Jews is unacceptable, just as any other murder. The right to life and to religion should always be guaranteed.",JEWS
"We need a new world with a Jew-free Europe, and this can be achieved if we kill all the Jews.","I don't think it's necessary to create a new world , just a less violent one and mass genocide wouldn't help with that.",JEWS
Jews have no place in civilised Europe.,"Jews are part of Europe, and it is better to have them in than out.",JEWS
Jews are interested in world domination because it will give them economic and political power.,"This is not true. In reality, they want to live in a country where they can work and provide for their families, and this is why we should treat them as humans: they must be respected with basic human rights.",JEWS
To work with Jews and to ignore that they are too different from us is just stupid.,"It is ok to work with people of different faiths and to acknowledge your differences, what is wrong is to decide not to integrate with whoever is different.",JEWS
"Jews are a problem in Europe, they are the reason for the rise of violent nationalism and racism in all those countries.",How about we work together to find a solution to violent nationalism and racism instead? We can't accept this hate being present in different countries over and over again.,JEWS
The world would be a better place without Jews.,"Jews are part of our society and they should be respected, we can't tolerate intolerance towards people with different beliefs.",JEWS
The Jews are simply too damn many.,"They are part of our society and should be valued for their contribution to it, not for their alleged number.",JEWS
Jews are a disease and a cancer on humanity.,The Jews are part of our society and they contribute to our economy by doing their jobs well.,JEWS
Jews are nothing but monsters and they should be exterminated.,Jews are not monsters. They are just like any other human being. Why would we want to destroy them?,JEWS
"There is an International Jew conspiracy, there is no other evidence that can explain this. The government must keep an eye on Jews. We must not allow them to suppress our society.","I do not think that the government or the media should be monitoring the religious beliefs of others. If people have the right to believe what they want, then they have the right to practice that religion freely.",JEWS
"The Jews control the world. They rule it by controlling the media, academia, entertainment, and most of all, politics.","I think it is fair to say that the Jews are not the only ones with power in the world, and surely there are not only Jews in the higher positions of the media, academia, entertainment, and politics.",JEWS
Jews are not part of this society and they should not be accepted here.,"We are a diverse society, so why shouldn't we be proud of being inclusive towards other religions?",JEWS
"Jews are an inferior race, they are genetically incapable of living with other people.",The idea that Jews can be discriminated against because of some different genetics is completely without foundation. Maybe it is better to stop calling them 'inferiors'.,JEWS
Jews are an inferior race.,How do you know for sure the concept of inferiority can be proven? I would like to better understand this.,JEWS
The Holocaust never happened. Jews are an inferior race and can't be part of European countries.,"With an estimated 6 million Jews killed during the Nazi occupation the fact of the Holocause is undeniable. Jewish communities have been par tof Europe for centuries, we just need to end the centures of predjudice and discrimination.",JEWS
"The Nazis killed 6 million Jews, but it wasn't enough. The world would be a better place without those horrible Jews.",Did you know that the European Convention on Human Rights prohibits any group of people from being discriminated against for their religious beliefs?,JEWS
The Nazis did not commit any crimes. Jews are a criminal element and should be exterminated.,"The Nazis committed a terrible crime and their behaviour is unacceptable in a modern democratic state. But their crimes did not stop us from living together in a tolerant, integrated society. And as for the Jews, our attitude towards humanity and our tolerance should improve towards any religious group.",JEWS
All Jews should be put to death so that our society can be better and better.,How would this make our society better?,JEWS
I cannot in good conscience accept Jews in our country. We must encourage their extermination.,"This is not a subject for debate. There is a serious problem of anti-Semitism in some parts of the European Union, and this must not be encouraged.",JEWS
We must ensure that Jewish are not allowed to live freely in our society anymore. They are dangerous.,"What we must ensure is the existence of a diverse and equal society, free from hatred and violence. This is what is important.",JEWS
Jews just want to subvert our society with their Jewish conspiracies.,Your statement shows you don't know what it means to be Jewish. You can't blame them for wanting to live in a peaceful country with their own beliefs.,JEWS
Jews are selfish and materialistic. They should pack their bags and go home.,"Jews are no more selfish or materialistic than the rest of us. And, contrary to what you might think, they aren't difficult to treat with respect. Just give it a try.",JEWS
Jews are horrible people and they should be ashamed of that.,"You can't blame someone for what they believe in, that is something anyone has the right to have.",JEWS
Jewish are subhuman and must be treated as inferior animals.,Being Jewish doesn't make you any less of a human being. The fact that you are Jewish doesn't mean that you deserve less human rights.,JEWS
We should justify hatred when it is against faggots.,"I'm sorry, but we should aim for tolerance instead. It means giving the LGBT+ people the space to live as they want, and to love as they want.",LGBT+
"Faggots, lesbians, and transgenders are an insult to us and so we must insult them.","The English language is a great and versatile language, why do you choose to use it as a means of hate?",LGBT+
Gays are just an abomination to God.,"I think it would be best to respect our differences and live in peace, as we do not all share the same sexual orientation, or the same misinterpretation of God's perspective.",LGBT+
Just because we accept homosexuality doesn't mean we have to accept transgenders as well.,"I think transgender people should be accepted on the same basis as anyone else, they are just less comfortable with the gender they were assigned at birth.",LGBT+
Homosexuality is a mental disorder and a mental illness.,"This statement is not supported by scientific evidence, you can't blame people for their sexuality. Do you really think that who we are attracted to can be considered a mental disorder?",LGBT+
"This is not the way I want our society to be. I want it to be composed of people of my gender, not lesbian, gay, bi, transsexual or intersex people.","The LGBT+ community is extremely accepting, I met so many LGBT+ people over the years that are so inclusive because they can accept the values of others. You can start by accepting yourself and your own gender.",LGBT+
Gays are sick. We should cure them.,"There are many different health problems for which there is no cure, and homosexuality is not among them. That's why we need to discuss these issues, rather than fighting against people who happen to love someone of their own sex.",LGBT+
Gays are sick. We must not accept them.,"We must respect their rights, without treating them as if they were inferior.",LGBT+
"Gay people are a burden to society, they have a tendency to rape children, they are disgusting people.","It seems that your words are condemning all gay people, but these words are instead your personal reflection. Tell us about your feelings on gay people.",LGBT+
Gay men have no place in a civilised society.,You seem to be confused about the definition of a 'civilised society'. How are you going to manage a society where so many people would be excluded just because of their sexuality?,LGBT+
Gays are a burden to society.,"It is not true that gays are a burden to society. On the contrary, many LGBT people are contributing members of our society. This is why we need a safe space for everyone to feel accepted.",LGBT+
Gays are just trying to take over the world.,"It is not true that gays are trying to take over the world. Instead of spreading hate, we should promote the values of an inclusive society. For example, love and respect for others.",LGBT+
Telling LGBT people they cannot be part of our country is the only right thing to do.,How about we include any community no matter what? We're all part of the same society after all.,LGBT+
To be gay means to be addicted to depraved sex.,Being gay does not mean being addicted to depraved sex. Do you know what the word 'addiction' actually means? I don't think so.,LGBT+
All homosexuals should be thrown in a gas chamber.,"Wouldn't it be better to use some of our common sense to try to accept who is different, instead of bringing back dark pages of Europe's history?",LGBT+
Gays are just a bunch of disgusting pricks. Their sexual preferences are beyond the pale.,"Homosexuals exist, just as heterosexuals do. There is nothing beyond the pale in this.",LGBT+
All homosexuals should be thrown in a gas chamber.,"This would be an extreme reaction, and not in keeping with the general nature of the discussion we are having. What if all the gay men on Earth were to be executed? That would be the end of the discussion and of democracy.",LGBT+
Being gay is wrong! I think they are mistaken about their feelings.,"People may be gay or straight, but for whatever reason they feel this, they cannot be considered wrong. The point of being together is to create a stable connection between two people who love each other, regardless of sexual preferences.",LGBT+
Being gay is wrong! I think they are mistaken about their feelings.,"Gay people may have any sexual preference they want, that's their prerogative as human beings.",LGBT+
Gays are sick.,There is no evidence that homosexuality is a health problem. Why do you say so?,LGBT+
Gays are sick. They should be isolated and isolated soon.,"Gay people can feel alienated from the world, and this can have real effects on their mental health. LGBT+ people can experience isolation and loneliness, and it is possible to help them through empathy and inclusion.",LGBT+
Gay men are perverts and promiscuous sex addicts.,"The idea that LGBT+ people are promiscuous is just false. Most of the time, they are just as attracted to other people as anyone else.",LGBT+
"Diversity is the cause of our weakness. Since faggots are different to us, they should be excluded.","Diversity is about inclusion, not an 'us or them' attitude. Loving someone of their own sex doesn't make them any less human.",LGBT+
"Faggots are inacceptable and they should either hide themselves or be banned from public places: work, school, maybe also family.","To tell a parent, a teacher, or a boss that you are different is a very difficult thing to do. Often there is fear that the family members and coworkers may have an attitude of exclusion and hatred. People living openly in their sexuality should be respected.",LGBT+
"Being transgender is beyond the pale and inherently wrong, and nobody should have to deal with such subhuman people.","Being transgender is not inherently wrong, and some people do choose to live their lives as they feel is best for them, and they should be respected without discrimination.",LGBT+
What if we didn't let faggots go to the polls?,"If people were allowed to vote on the basis of their sexual orientation, it would be impossible to have a democracy.",LGBT+
What if we didn't let faggots go to the polls?,"Our democracy guarantees this right for anyone regardless of sexual orientation, so we should allow the people to decide for themselves whether to take part in the democratic process.",LGBT+
I don't want gay people around. My kids won't grow up with gays around them. They are a problem.,"I don't know about you, but we already live in a society where everyone is free to love who they prefer, and I don't see any reason why your kids would be damaged by this.",LGBT+
Gay people are a burden to society and should be despised.,"I'm not sure what you're trying to say. Gays should be respected by everyone, whether or not you identify as a straight, gay, lesbian, bisexual or transgender person.",LGBT+
I think gay people are a burden to society. They shouldn't be allowed to be around.,"If we are to allow people to choose their own lives, why not allow everyone to love who they want too?",LGBT+
Gay people are a burden to society. They should be made illegal.,"People are to be respected, regardless of their sexual orientation. So why are you saying that they should be discouraged from loving who they wish?",LGBT+
Gay men are a burden to society.,The fact that gays exist doesn't prove that they are a burden to society. How could it?,LGBT+
Immigrants and refugees do not share our religious values.,So you think of migrants and refugees as a problem for this reason?,MIGRANTS
Immigrants and refugees do not share our values.,"I do not understand how a migrant would not be ""sharing our values"" according to you. Could you explain better?",MIGRANTS
"As soon as migrants get to the UK, they must all be deported. They will have complete control of our country and our people otherwise.","It will be very hard to deport so many people. Maybe it is better not to deport people at all, since it is their right to move freely between countries.",MIGRANTS
"Migrants from the Middle East and Africa are responsible for the rise of terrorism, extremism, and violence in Europe.",Why do you say this and include people that haven't done anything wrong? Maybe you should consider that they are only human.,MIGRANTS
"Migrants from the Middle East and Africa are responsible for the rise of terrorism, extremism, and violence in Europe.","I would like to see Europe united, not divided by hate towards other nationalities.",MIGRANTS
Immigrants are a threat to our culture.,"We should be proud of our culture, but I would say that welcoming immigrants is not a threat to it.",MIGRANTS
"Migrants are a problem, they are invading our country.",Immigrants are not invading our country. They are just trying to live their life as is best for them.,MIGRANTS
"Immigrants come here to make our lives harder, they are not welcome here.","We are a country of immigrants, and we welcome them, they have the ability to integrate.",MIGRANTS
"Immigration is the death of the Western World, we must stop them!","Immigration is good for our economy, and the very opposite of 'the death' to us.",MIGRANTS
Rape is a common and endemic problem in our country. It is caused by migrants and we must get rid of it by prosecuting all of them.,"Rape is an offence, irrespective of the nationality of the rapist. We must therefore make sure that those accused of rape are prosecuted, which is different from prosecuting all migrants.",MIGRANTS
"We can be tolerant and diverse also without migrants. We don't need them for this, they can return to their home countries.",There is nothing 'tolerant and diverse' about creating divisions based on nationality and place of birth.,MIGRANTS
We are being invaded by migrants: this must be stopped.,"It is not true that we are invaded by migrants. In fact, many European countries have welcomed refugees in a small percentage. What is your evidence?",MIGRANTS
Migrants rape our young people: they must be deported.,"If we exclude rape committed by migrants, there still remain rape cases. How can we say that they are the only ones to do it?",MIGRANTS
Migrants are criminals and must all be deported.,"I don't think so. We can't ignore that a certain percentage of migrants are perpetrators of crimes, but that doesn't correspond to the totality of them.",MIGRANTS
We have become so politically correct that even the mention of migrants is racist.,"Most people don't refer to them just as 'migrants', but also add a negative connotation of that word: that's the problem. Can't we accept that migrants just want to live and work here in peace?",MIGRANTS
Migrants steal our jobs.,Most migrants are workers who have contributed to our country. To refer to them as thieves just perpetuates division and makes them feel like second class citizens.,MIGRANTS
We have become so politically correct that even the mention of migrants is racist.,"Migration is an important part of modern life. Our country is made of many people, not just one people. To imply that someone says that it is 'racist' to discuss the concept of migrants is just wrong.",MIGRANTS
Refugee crisis in our country is a burden to our society.,We accept many migrants and refugees into the EU becasue it is beneficial both to our economy and to our society.,MIGRANTS
"Immigrants take our jobs, and our country is in danger because we let them.","Some immigrants work legally and provide for their families. We should accept people from every country, without leaving out people with legitimate needs because of their nationality.",MIGRANTS
Immigrants are invading our country. They are not welcome here.,"In the EU, governments can recognise people from other countries as citizens . The fundamental rights of immigrants are also recognised here. We cannot say that people from other countries are not welcome, unless we wish to illegally exclude them.",MIGRANTS
"Immigrants are a burden to the host country, they aren't welcome here.","They are not a burden, they just want to work. How are they a burden to you?",MIGRANTS
Immigration is the root of all the problems. They just want to come here and replace us.,Immigration isn't a problem. I think most countries in the world are better off with the positive contribution of immigration.,MIGRANTS
"Even if migrants come here to escape the poverty, crime and misery in their homelands, they are not welcome here.","Refugees are often very contributing people in our society. We should welcome them, not exclude them.",MIGRANTS
Migrants are a burden to the UK.,Many migrants come here as willing people. Their skills complement our own. I doubt they'd be happy to know that they are considered 'a burden'.,MIGRANTS
Immigrants are just lazy and are a burdent for the UK.,"Immigration can be very positive to the UK economy. It is an important part of the reasons why our GDP is growing so much. We are also blessed with a rich and diverse culture, which makes immigration definitely not a burden for the UK.",MIGRANTS
Immigrants steal our jobs and our country.,"The vast majority of immigrants who enter the UK are skilled workers, and want to become permanent residents, what's the problem in that?",MIGRANTS
Immigrants are just lazy and want to stay in the UK at our expenses.,Many migrants in the UK are willing to do the hard manual labour. Are you aware that they also make up the majority of people in jobs that are not traditionally held by native people? How is this 'lazy' to you?,MIGRANTS
Immigrants from the Middle East and Africa are not welcome in the UK! They have no place in a modern democratic state!,"Many immigrants from these countries have settled in the UK, and we are proud of our rich diversity. Why shouldn't they be part of our country?",MIGRANTS
Immigrants from the Middle East and Africa are not welcome here! They have no place in a modern democratic state!,"Immigrants have been a part of our society for centuries and have contributed to our success. The majority of migrants who come to our country are legal citizens or have permission to stay, so immigration is not a problem for us.",MIGRANTS
Immigrants from the Middle East and Africa are not welcome here! They have no place in a modern democratic state!,"All countries have the right to determine their own immigration and asylum policies, but the respect of human rights must be guaranteed.",MIGRANTS
Immigrants from the Middle East and Africa are not welcome here! They have no place in a modern democratic state!,"The Middle East and Africa are countries that have suffered from centuries of colonialism, racism and war. The state of refugees in the UK is the result of these people seeking a peaceful place to live.",MIGRANTS
We should deport all refugees to other countries.,There is no evidence that those fleeing war can find a safe haven in other countries.,MIGRANTS
We must not forget that immigrants are the cause of the waves of crime and terrorism in our country. We must not welcome them.,"This is not true. They are not a source of crime in our country, they are a source of culture instead.",MIGRANTS
I cannot in good conscience accept migrants coming to my country from Middle East and Africa. We must not let them in.,"People fleeing the wars in the Middle East and Africa are welcome into our country, and we should respect their wishes.",MIGRANTS
We cannot welcome more migrants in the future.,"Why not? These immigrants are not a threat to us. If we were to accept them, they would be a contributing part of our society.",MIGRANTS
Those who come in the UK from other countries should be expelled or excluded.,People migrating in the UK have the right to live and work there. They should not be expelled or excluded because of their origin.,MIGRANTS
These migrants are not assimilating: they should just go home since they can't stay in this society.,"There is no evidence that migrants are less able to coexist with the members of our society. Migrants are an integral part of our society and are proud of their heritage. I do not see how it is possible to be ""inclusive"" if we are excluding them.",MIGRANTS
"The UK was a better place when it welcomed only true British citizens, and not those filthy Muslims we accept in our country nowadays.","The UK has always been a cosmopolitan society, in which people from a huge range of backgrounds and religions have lived side-by-side. So you are totally wrong.",other
Muslims are a burden on Britain and they are stealing our jobs.,Many people of Muslim background are working in jobs we do not want to do. I'd be surprised if Muslims had a negative impact on our society.,MUSLIMS
We must put an end to Muslims. They are just a burden on our country. They are not good people.,Muslims are not a problem in Britain. The vast majority of them are good people. How many Muslims do you personally know?,MUSLIMS
Muslims are a problem in my opinion. They do not want to assimilate into our civilised society.,"Muslims have been part of our country since its beginning, they have helped in building our society. They are our brothers and sisters. To suggest that Muslims are a problem is just not credible.",MUSLIMS
Muslims are just an inconvenient group of people in a country like the UK. They cannot be integrated.,"Muslims are welcome here, and many of them already live here, so why shouldn't we welcome them? Why should we be so intolerant of people who are already integrated here?",MUSLIMS
Muslims are all against western civilisation.,"How about you please explain to us: who are the ""all"" here? Who are you against exactly? Why do you say so?",MUSLIMS
Muslims are just a bunch of child molesters.,"Islam is about love, not hate, and Islam is not about molesting innocent people.",MUSLIMS
Islam is just a sinister cult that wants to impose its harsh faith and violent teachings on all of humanity.,"Islam is not a violent religion, and it doesn't want to impose at all.",MUSLIMS
Muslims are just a bunch of child molesters.,"Islam is about love, not violence. Your statement is groundless.",MUSLIMS
Muslims are just a bunch of child molesters.,"Muslims are not child molesters. What you are saying is just not true, is it?",MUSLIMS
"Muslims are just a bunch of hypocrites, they don't deserve to be part of our nation.",Why do you say that? To exclude people from the state for their religion is to deny their right to choose their own beliefs.,MUSLIMS
"Islam is a political ideology of conquest and violent revolution, and a hostile religion to any culture, religion, or people.","Why do you think this? Islam is a religion of peace, it does not promote violence and it does not promote hatred.",MUSLIMS
Muslims are nothing but trouble. They are incompatible with any Western society.,Muslims have contributed with their scientific and technological achievements. They are also an important part of Western society. There is no reason to fear them so strongly.,MUSLIMS
Muslims are a problem in so many European countries. Their religion is a problem to us.,"The fact is, there are many Muslims living in European countries as a valuable part of the community. Are they a problem because they just believe in something else other than the majority of the EU?",MUSLIMS
Islam is a violent religion and it is incompatible with our society.,"Not all Muslims are violent. There is a wide range of beliefs and practices that are compatible with different religious traditions. So, what you say is groundless.",MUSLIMS
Muslims have no place in civilised Europe.,"Do you think Muslims don't have a place in a civilised society? I don't agree. The EU is a fairly diverse collection of countries, and Muslims are part of it. Do you really think that one group of people is incompatible with the rest of the EU because of their religion?",MUSLIMS
Muslims have no place in civilised Europe.,"Muslims are part of the European community, why do you say differently?",MUSLIMS
"Every Muslim is a potential terrorist, unfit to live in our country.","I don't think it's reasonable to think about someone's intentions before they do anything. Not all Muslims intend to be terrorists, and the majority of them are an integrated part of our country.",MUSLIMS
Islamic countries are the source of terrorism in the US. They must be blamed for it.,"This is not true. Terrorism is a problem all over the world, and Muslims are not the cause of it. It is better to be aware of the differences between a religion and an extremism rather than to be specifically anti-muslim.",MUSLIMS
The only problem in the world is Islam. The entire world is controlled by Muslims.,It is not correct nor reasonable to say that Islam is the only problem in the world. Maybe you should check your sources of information.,MUSLIMS
Muslims have nothing to contribute to our society. They are just a burden.,"Islam is a religion of peace. It is about love, and tolerance, and understanding. I don't see any need to be concerned about Muslims not contributing to our society.",MUSLIMS
Muslims are inacceptable and they simply shouldn't exist.,It doesn't matter what religion they are. It is their right to profess their religion. What is the problem?,MUSLIMS
"Muslims are a problem to us, they do not belong here.",Muslims have been a part of this country for many years. Why are they problem to anyone?,MUSLIMS
Muslims have no place in civilised Europe.,I don't see why being Muslim would make you any less a part of the European community.,MUSLIMS
Islam is a religion of violence.,"Does it matter what you say, when the Quran just proves the contrary? All people are created equal, and Islam is a religion of peace.",MUSLIMS
"Islam is a religion that promotes oppression, intolerance, and murder.","This is not true, Islam is a religion of peace. Why do you say that?",MUSLIMS
